aqua,red
white,red
black,red
black,white
yellow,white
blue,white
light_gray,yellow
rosso_corsa,light_gray
red,aqua
red,white
red,black
white,black
white,yellow
white,blue
yellow,light_gray
light_gray,rosso_corsa
rosso_corsa,deep_carmine_pink
